index,content,token
1271,"The thing is, so that kind of became a mantra, you don't want to work in a factory, you better go to college.",109
1272,"Well, first of all, factory work has changed.",45
1273,There's jobs that people do in a factory that takes a massive skill set.,72
1274,"And the boots, you know, the origin boots, we were probably a year, two years, three years from losing the knowledge of how to actually do that.",144
1275,"And luckily, my buddy Pete has started, you know, grabbing people that know how to do it and passing that information down to the next generation so we can actually be a self-sufficient country.",194
1276,"And we can bring back those jobs of people that, look, that's a proud way to make a living.",91
1277,"These are craftsmen, like you said, these are craftsmen and craftsmen, by the way, our factory is mostly filled with women.",123
1278,And they're out there.,22
1279,They have a skill set.,22
1280,They're learning a skill set.,29
1281,"There's upward mobility as you get better at your job, as you can do more things, you can make more money.",106
1282,"And by the way, you're making something.",40
1283,You're making something with your hands.,40
1284,You're producing something here in this country.,48
1285,"That's just like, well, it's like when you go hunting, when I go hunting, you get something for yourself.",105
1286,There's a certain feeling of being self-sufficient.,51
1287,"And America on a large scale, especially during COVID, we look up and say, wait a second, we can't even, we can't even make that stuff.",135
1288,We don't even know how to make that.,36
1289,That's a nightmare.,19
1290,"Well, the boots in particular, think about it.",46
1291,You started it from scratch.,28
1292,"Like if I started it from scratch, I don't know shit about how to make a boot.",78
1293,"If I had a, it would take, there's a long learning curve of figuring out how to make an excellent boot that fits right and is well made and durable, like those boots that you guys sell.",185
1294,"Like I was going over, I was looking at this thing, I'm like, they fucking put some time and effort into this thing.",116
1295,This is a really well crafted piece of art.,43
1296,"I mean, it's functional artwork.",32
1297,"And that knowledge, because that's not our generation that learned that.",72
1298,"We're pulling that information from the old shoe dogs up in Maine that are 60 years, old 70 years, almost, you know, out of the workforce, having to bring them back into the workforce to educate the younger generation on how to actually do this.",245
1299,"We got a kid up there, the name is Cameron.",43
1300,"Oh, he's 22, he's a young kid.",30
1301,And he has learned now how to weave the material for our geese.,63
1302,So he's the guy that knows how to weave material.,49
1303,"This is the, bro, this is so complicated where you see all these different pieces of string coming together, get this big machine with, so he's got like a loom.",160
1304,"Yeah, he's got, we've got looms up there, but we had to get the knowledge, right, from the old timers that said, okay, let me show you how to do this.",150
1305,"And like you just said, how long would it take to figure out a loom on your own?",80
1306,"First of all, I think I would fail because I don't think I'd have the patience if I just had this machine to look at.",117
1307,"So capturing this knowledge so that we can become a self-sufficient country again, it's got to be paramount in what we're doing.",128
1308,"And it's not just, it's not just, hey, because I'm pro-America.",63
1309,"Yes, I am.",10
1310,"If we want to get rid of the kind of social unrest that we have right now, hey, in Ramadi, you got a 15 year old kid that's putting a roadside bomb in the road.",160
1311,You know why he's doing that?,29
1312,Is he doing it for some big ideology?,37
1313,"No, he's not.",13
1314,He's doing it because he's going to get paid $50 by the insurgents.,67
1315,He wants a job.,15
1316,He wants a life.,16
1317,He wants to make money.,23
1318,What happens in America?,24
1319,What happens with kids in the inner city that are underprivileged when they don't have a job?,93
1320,What are they going to do?,26
1321,"They're going to fall into, oh, maybe I'll sell drugs, maybe I'll commit robberies, whatever I'm going to do, but they're not doing it by choice in many cases or if they're doing it by choice, it's because they don't see any other choices to even make.",252
1322,So we've let our manufacturing go away and now we've got voids.,63
1323,"We've got voids where people don't have an ability to make an income and that's, that's just a complete loss of pride, right?",125
1324,"If you don't have the ability to earn money to take care of yourself, to take care of your family, if you don't have that ability, what are you going to do?",156
1325,You're going to figure out how to make it happen.,49
1326,It's so short-sighted too.,26
1327,"I mean, it was all done for just a small amount of profit per item, small amount of profit per item and it cost the country so much.",132
1328,Yep.,4
1329,"And then the narrative became, we're not able to do it.",55
1330,That's why we don't do it.,26
1331,You're not able to do it.,25
1332,That became the narrative.,26
1333,"Well, you know, even the big corporations would say, well, you know, we'd love to, we'd love to make stuff here, but it's impossible.",133
1334,It's impossible.,16
1335,"Well, that's ridiculous.",24
1336,Completely and totally ridiculous.,34
1337,"It's also like, when you go through Detroit and you realize that Detroit at one point in time in the early 20th century was one of the richest countries in the world or excuse me, one of the richest cities in the world, you go through and you realize, oh, this is where they're making all the fucking badass cars.",313
1338,"All the amazing American cars of the 60s and the 70s, they were all made right there.",85
1339,And then they fucked up.,24
1340,Someone made some decisions to save a little bit of money and make a little bit of money.,89
